"","team","Goals","Assists","Shots","Shots on Goal","Saves","Penalties Scored","Penalty Kicks","Crosses","Corner Kicks","Passes","Offside","Fouls Committed","Cautions/Yellow Cards","Red Cards","Ball Possession","minute"
"X1","WatfordWAT","0","0","0","0","1","0","0","0","0","13","0","1","0","0","32%",0
"X3","Manchester CityMCI","0","0","5","1","0","0","0","6","2","60","0","1","0","0","68%",0
"X11","WatfordWAT","0","0","0","0","1","0","0","0","0","18","0","1","0","0","35%",1
"X31","Manchester CityMCI","0","0","5","1","0","0","0","7","2","68","0","1","0","0","65%",1
"X12","WatfordWAT","0","0","0","0","1","0","0","0","0","19","0","1","0","0","32%",2
"X32","Manchester CityMCI","0","0","5","1","0","0","0","7","2","74","0","1","0","0","68%",2
