"","team","Goals","Assists","Shots","Shots on Goal","Saves","Penalties Scored","Penalty Kicks","Crosses","Corner Kicks","Passes","Offside","Fouls Committed","Cautions/Yellow Cards","Red Cards","Ball Possession","date","Opponent","GoalsAllowed","GameID","home_away","win_flag","gameweek_points","goal_conversion_total_shots","goal_conversion_shots_on_goal","unassisted_goals","passes_per_goal","fouls_per_yellow_card","fouls_per_red_card","goal_difference","game_week","team_gameweek_id","opp_team_gameweek_id","cumu_points","cumu_goal_difference","cumu_goals","team_standing_rank","opp_standing_rank","standing_difference","close_standing_flag","against_top_6_flag","value_point","points_lag1","points_lag2","points_lag3","opponent_standing_lag1","opponent_standing_lag2","opponent_standing_lag3"
"189","WAT",0,0,14,0,1,0,0,47,8,489,4,10,4,0,0.64,"20171028","STK",1,"WATvSTK20171028","home",0,0,0,NA,0,Inf,2.5,Inf,-1,10,"WAT-10","STK-10",15,-3,15,8,14,6,0,0,Inf,0,3,1,4,6,10
"190","STK",1,1,6,2,0,0,0,5,1,171,2,9,4,0,0.36,"20171028","WAT",0,"WATvSTK20171028","away",1,3,0.166666666666667,0.5,0,171,2.25,Inf,1,10,"STK-10","WAT-10",11,-9,11,14,8,-6,0,0,-2,0,0,3,19,1,12
"191","WBA",2,1,7,4,2,0,0,10,1,172,5,10,2,0,0.28,"20171028","MCI",3,"WBAvMCI20171028","home",0,0,0.285714285714286,0.5,1,86,5,Inf,-1,10,"WBA-10","MCI-10",10,-4,9,15,1,-14,0,1,-Inf,0,1,1,10,18,8
"192","MCI",3,3,15,5,2,0,0,20,2,860,1,7,3,0,0.72,"20171028","WBA",2,"WBAvMCI20171028","away",1,3,0.2,0.6,0,286.666666666667,2.33333333333333,Inf,1,10,"MCI-10","WBA-10",28,29,35,1,15,14,0,0,4.66666666666667,3,3,3,8,17,4
"193","BOU",0,0,7,1,4,0,0,21,5,403,0,5,2,0,0.44,"20171028","CHE",1,"BOUvCHE20171028","home",0,0,0,0,0,Inf,2.5,Inf,-1,10,"BOU-10","CHE-10",7,-8,6,19,4,-15,0,1,-Inf,3,0,1,17,3,17
"194","CHE",1,1,18,5,1,0,0,22,5,584,5,5,0,0,0.56,"20171028","BOU",0,"BOUvCHE20171028","away",1,3,0.0555555555555556,0.2,0,584,Inf,Inf,1,10,"CHE-10","BOU-10",19,8,18,4,19,15,0,0,5,3,0,0,6,20,1
"195","BHA",1,1,7,2,0,0,0,22,2,413,0,9,3,0,0.51,"20171029","SOU",1,"BHAvSOU20171029","home",0,1,0.142857142857143,0.5,0,413,3,Inf,0,10,"BHA-10","SOU-10",12,-1,10,12,10,-2,1,0,-2,3,1,0,16,16,5
"196","SOU",1,0,6,1,1,0,0,24,7,377,1,10,1,0,0.49,"20171029","BHA",1,"BHAvSOU20171029","away",0,1,0.166666666666667,1,1,377,10,Inf,0,10,"SOU-10","BHA-10",13,-1,9,10,12,2,1,0,2,3,1,0,13,9,13
"197","LEI",2,2,9,3,2,0,0,17,3,233,4,6,0,0,0.44,"20171029","EVE",0,"LEIvEVE20171029","home",1,3,0.222222222222222,0.666666666666667,0,116.5,Inf,Inf,2,10,"LEI-10","EVE-10",12,0,14,11,18,7,0,0,2.33333333333333,3,1,1,15,10,19
"198","EVE",0,0,16,2,1,0,0,31,10,390,1,10,2,0,0.56,"20171029","LEI",2,"LEIvEVE20171029","away",0,0,0,0,0,Inf,5,Inf,-2,10,"EVE-10","LEI-10",8,-13,7,18,11,-7,0,0,-Inf,0,1,0,5,14,6
"199","BUR",1,1,12,5,5,0,0,28,5,360,4,9,3,0,0.49,"20171030","NEW",0,"BURvNEW20171030","home",1,3,0.0833333333333333,0.2,0,360,3,Inf,1,10,"BUR-10","NEW-10",16,0,9,7,9,2,1,0,0.666666666666667,0,1,3,1,15,16
"200","NEW",0,0,12,5,4,0,0,20,3,422,1,10,0,0,0.51,"20171030","BUR",1,"BURvNEW20171030","away",0,0,0,0,0,Inf,Inf,Inf,-1,10,"NEW-10","BUR-10",14,1,10,9,7,-2,1,0,-Inf,3,1,1,20,11,7
"201","STK",2,2,11,7,2,0,0,24,4,302,0,12,0,0,0.47,"20171104","LEI",2,"STKvLEI20171104","home",0,1,0.181818181818182,0.285714285714286,0,151,Inf,Inf,0,11,"STK-11","LEI-11",12,-9,13,14,12,-2,1,0,-2,3,0,0,8,19,1
"202","LEI",2,2,14,4,5,0,0,25,10,344,5,8,0,0,0.53,"20171104","STK",2,"STKvLEI20171104","away",0,1,0.142857142857143,0.5,0,172,Inf,Inf,0,11,"LEI-11","STK-11",13,0,16,12,14,2,1,0,2,3,3,1,18,15,10
"203","NEW",0,0,16,4,4,0,0,29,11,273,5,11,2,0,0.46,"20171104","BOU",1,"NEWvBOU20171104","home",0,0,0,0,0,Inf,5.5,Inf,-1,11,"NEW-11","BOU-11",14,0,10,11,17,6,0,0,Inf,0,3,1,7,20,11
"204","BOU",1,1,16,6,4,0,0,28,9,312,1,12,2,0,0.54,"20171104","NEW",0,"NEWvBOU20171104","away",1,3,0.0625,0.166666666666667,0,312,6,Inf,1,11,"BOU-11","NEW-11",10,-7,7,17,11,-6,0,0,-2,0,3,0,4,17,3
"205","SOU",0,0,13,3,0,0,0,30,9,496,2,4,0,0,0.64,"20171104","BUR",1,"SOUvBUR20171104","home",0,0,0,0,0,Inf,Inf,Inf,-1,11,"SOU-11","BUR-11",13,-2,9,13,7,-6,0,0,-Inf,1,3,1,12,13,9
"206","BUR",1,1,5,1,3,0,0,13,1,264,1,4,0,0,0.36,"20171104","SOU",0,"SOUvBUR20171104","away",1,3,0.2,1,0,264,Inf,Inf,1,11,"BUR-11","SOU-11",19,1,10,7,13,6,0,0,2,3,0,1,9,1,15
"207","HUD",1,1,7,3,3,0,0,18,3,356,4,8,1,1,0.52,"20171104","WBA",0,"HUDvWBA20171104","home",1,3,0.142857142857143,0.333333333333333,0,356,8,8,1,11,"HUD-11","WBA-11",15,-5,8,10,16,6,0,0,2,0,3,0,6,2,13
"208","WBA",0,0,9,3,2,0,0,25,5,341,4,15,4,0,0.48,"20171104","HUD",1,"HUDvWBA20171104","away",0,0,0,0,0,Inf,3.75,Inf,-1,11,"WBA-11","HUD-11",10,-5,9,16,10,-6,0,0,-Inf,0,0,1,1,10,18
"209","SWA",0,0,10,2,1,0,0,34,8,381,1,13,2,0,0.57,"20171104","BHA",1,"SWAvBHA20171104","home",0,0,0,0,0,Inf,6.5,Inf,-1,11,"SWA-11","BHA-11",8,-6,7,19,8,-11,0,0,-Inf,0,0,3,5,14,12
"210","BHA",1,1,5,2,2,0,0,22,7,273,2,12,1,0,0.43,"20171104","SWA",0,"SWAvBHA20171104","away",1,3,0.2,0.5,0,273,12,Inf,1,11,"BHA-11","SWA-11",15,0,11,8,19,11,0,0,3.66666666666667,1,3,1,10,16,16
"211","WHU",1,1,6,1,3,0,0,14,2,370,5,9,3,0,0.48,"20171104","LIV",4,"WHUvLIV20171104","home",0,0,0.166666666666667,1,0,370,3,Inf,-3,11,"WHU-11","LIV-11",9,-12,11,18,5,-13,0,1,-Inf,1,0,1,20,12,7
"212","LIV",4,2,15,7,0,0,0,10,3,402,1,13,0,0,0.52,"20171104","WHU",1,"WHUvLIV20171104","away",1,3,0.266666666666667,0.571428571428571,2,100.5,Inf,Inf,3,11,"LIV-11","WHU-11",19,4,21,5,18,13,0,0,4.33333333333333,3,0,1,13,3,2
"213","TOT",1,0,12,2,3,0,0,42,10,520,3,6,0,0,0.63,"20171105","CRY",0,"TOTvCRY20171105","home",1,3,0.0833333333333333,0.5,1,520,Inf,Inf,1,11,"TOT-11","CRY-11",23,13,20,3,20,17,0,0,5.66666666666667,0,3,3,2,9,19
"214","CRY",0,0,11,3,1,0,0,18,9,202,4,7,2,0,0.37,"20171105","TOT",1,"TOTvCRY20171105","away",0,0,0,0,0,Inf,3.5,Inf,-1,11,"CRY-11","TOT-11",4,-18,4,20,3,-17,0,1,-Inf,1,0,3,16,7,5
"215","MCI",3,2,9,5,2,1,1,18,5,577,3,15,1,0,0.59,"20171105","ARS",1,"MCIvARS20171105","home",1,3,0.333333333333333,0.6,1,192.333333333333,15,Inf,2,11,"MCI-11","ARS-11",31,31,38,1,6,5,0,1,1.66666666666667,3,3,3,15,8,17
"216","ARS",1,1,6,3,2,0,0,12,5,394,3,15,6,0,0.41,"20171105","MCI",3,"MCIvARS20171105","away",0,0,0.166666666666667,0.333333333333333,0,394,2.5,Inf,-2,11,"ARS-11","MCI-11",19,4,20,6,1,-5,0,1,-Inf,3,3,0,17,18,4
"217","CHE",1,1,18,8,2,0,0,23,4,382,0,16,1,0,0.52,"20171105","MUN",0,"CHEvMUN20171105","home",1,3,0.0555555555555556,0.125,0,382,16,Inf,1,11,"CHE-11","MUN-11",22,9,19,4,2,-2,1,1,-0.666666666666667,3,3,0,19,6,20
"218","MUN",0,0,10,2,7,0,0,21,7,308,0,20,3,0,0.48,"20171105","CHE",1,"CHEvMUN20171105","away",0,0,0,0,0,Inf,6.66666666666667,Inf,-1,11,"MUN-11","CHE-11",23,18,23,2,4,2,1,1,Inf,3,0,1,3,11,8
"219","EVE",3,1,10,5,1,1,1,15,2,199,5,14,0,0,0.46,"20171105","WAT",2,"EVEvWAT20171105","home",1,3,0.3,0.6,2,66.3333333333333,Inf,Inf,1,11,"EVE-11","WAT-11",11,-12,10,15,9,-6,0,0,-2,0,0,1,11,5,14
"220","WAT",2,2,11,3,2,0,1,33,5,372,1,12,2,0,0.54,"20171105","EVE",3,"EVEvWAT20171105","away",0,0,0.181818181818182,0.666666666666667,0,186,6,Inf,-1,11,"WAT-11","EVE-11",15,-4,17,9,15,6,0,0,Inf,0,0,3,14,4,6
"221","ARS",2,2,14,5,4,0,0,26,7,299,8,11,4,0,0.43,"20171118","TOT",0,"ARSvTOT20171118","home",1,3,0.142857142857143,0.4,0,149.5,2.75,Inf,2,12,"ARS-12","TOT-12",22,6,22,6,4,-2,1,1,-0.666666666666667,0,3,3,1,17,18
"222","TOT",0,0,14,4,3,0,0,25,4,463,1,16,1,0,0.57,"20171118","ARS",2,"ARSvTOT20171118","away",0,0,0,0,0,Inf,16,Inf,-2,12,"TOT-12","ARS-12",23,11,20,4,6,2,1,1,Inf,3,0,3,20,2,9
"223","LEI",0,0,2,0,2,0,0,7,1,194,3,8,1,0,0.31,"20171118","MCI",2,"LEIvMCI20171118","home",0,0,0,NA,0,Inf,8,Inf,-2,12,"LEI-12","MCI-12",13,-2,16,12,1,-11,0,1,-Inf,1,3,3,14,18,15
"224","MCI",2,2,12,4,0,0,0,28,7,712,1,10,1,0,0.69,"20171118","LEI",0,"LEIvMCI20171118","away",1,3,0.166666666666667,0.5,0,356,10,Inf,2,12,"MCI-12","LEI-12",34,33,40,1,12,11,0,0,3.66666666666667,3,3,3,6,15,8
"225","LIV",3,2,21,8,0,0,0,24,10,491,2,15,1,0,0.62,"20171118","SOU",0,"LIVvSOU20171118","home",1,3,0.142857142857143,0.375,1,163.666666666667,15,Inf,3,12,"LIV-12","SOU-12",22,7,24,5,14,9,0,0,3,3,3,0,18,13,3
"226","SOU",0,0,5,0,5,0,0,12,2,279,2,9,1,0,0.38,"20171118","LIV",3,"LIVvSOU20171118","away",0,0,0,NA,0,Inf,9,Inf,-3,12,"SOU-12","LIV-12",13,-5,9,14,5,-9,0,1,-Inf,0,1,3,7,12,13
"227","CRY",2,1,16,7,3,0,0,26,9,468,1,9,2,0,0.66,"20171118","EVE",2,"CRYvEVE20171118","home",0,1,0.125,0.285714285714286,1,234,4.5,Inf,0,12,"CRY-12","EVE-12",5,-18,6,20,16,-4,0,0,-4,0,1,0,3,16,7
"228","EVE",2,1,8,5,5,1,1,11,4,178,1,26,3,0,0.34,"20171118","CRY",2,"CRYvEVE20171118","away",0,1,0.25,0.4,1,89,8.66666666666667,Inf,0,12,"EVE-12","CRY-12",12,-12,12,16,20,4,0,0,4,3,0,0,9,11,5
"229","WBA",0,0,7,2,3,0,0,24,3,321,3,13,2,0,0.42,"20171118","CHE",4,"WBAvCHE20171118","home",0,0,0,0,0,Inf,6.5,Inf,-4,12,"WBA-12","CHE-12",10,-9,9,17,3,-14,0,1,-Inf,0,0,0,10,1,10
"230","CHE",4,3,11,7,2,0,0,24,4,539,1,12,3,0,0.58,"20171118","WBA",0,"WBAvCHE20171118","away",1,3,0.363636363636364,0.571428571428571,1,134.75,4,Inf,4,12,"CHE-12","WBA-12",25,13,23,3,17,14,0,0,4.66666666666667,3,3,3,2,19,6
"231","BUR",2,2,16,7,1,0,0,27,8,220,3,12,1,0,0.41,"20171118","SWA",0,"BURvSWA20171118","home",1,3,0.125,0.285714285714286,0,110,12,Inf,2,12,"BUR-12","SWA-12",22,3,12,7,19,12,0,0,4,3,3,0,13,9,1
"232","SWA",0,0,13,1,5,0,0,29,6,407,1,12,1,0,0.59,"20171118","BUR",2,"BURvSWA20171118","away",0,0,0,0,0,Inf,12,Inf,-2,12,"SWA-12","BUR-12",8,-8,7,19,7,-12,0,0,-Inf,0,0,0,8,5,14
"233","BOU",4,3,11,5,3,0,0,12,8,165,1,13,3,1,0.34,"20171118","HUD",0,"BOUvHUD20171118","home",1,3,0.363636363636364,0.8,1,41.25,4.33333333333333,13,4,12,"BOU-12","HUD-12",13,-3,11,13,10,-3,1,0,-1,3,0,3,11,4,17
"234","HUD",0,0,20,3,1,0,0,49,11,467,0,10,2,0,0.66,"20171118","BOU",4,"BOUvHUD20171118","away",0,0,0,0,0,Inf,5,Inf,-4,12,"HUD-12","BOU-12",15,-9,8,10,13,3,1,0,Inf,3,0,3,16,6,2
"235","MUN",4,4,16,7,4,0,0,46,11,569,1,10,1,0,0.62,"20171118","NEW",1,"MUNvNEW20171118","home",1,3,0.25,0.571428571428571,0,142.25,10,Inf,3,12,"MUN-12","NEW-12",26,21,27,2,11,9,0,0,3,0,3,0,4,3,11
"236","NEW",1,1,12,5,3,0,0,15,4,274,1,9,1,0,0.38,"20171118","MUN",4,"MUNvNEW20171118","away",0,0,0.0833333333333333,0.2,0,274,9,Inf,-3,12,"NEW-12","MUN-12",14,-3,11,11,2,-9,0,1,-Inf,0,0,3,17,7,20
"237","WAT",2,2,17,7,5,0,0,24,3,521,0,13,1,0,0.57,"20171119","WHU",0,"WATvWHU20171119","home",1,3,0.117647058823529,0.285714285714286,0,260.5,13,Inf,2,12,"WAT-12","WHU-12",18,-2,19,8,18,10,0,0,3.33333333333333,0,0,0,15,14,4
"238","WHU",0,0,10,6,5,0,0,16,1,344,3,10,4,0,0.43,"20171119","WAT",2,"WATvWHU20171119","away",0,0,0,0,0,Inf,2.5,Inf,-2,12,"WHU-12","WAT-12",9,-14,11,18,8,-10,0,0,-Inf,0,1,0,5,20,12
"239","BHA",2,1,9,3,4,0,0,29,6,404,3,13,1,0,0.55,"20171120","STK",2,"BHAvSTK20171120","home",0,1,0.222222222222222,0.666666666666667,1,202,13,Inf,0,12,"BHA-12","STK-12",16,0,13,9,15,6,0,0,6,3,1,3,19,10,16
"240","STK",2,1,13,6,1,0,0,25,7,338,1,5,0,0,0.45,"20171120","BHA",2,"BHAvSTK20171120","away",0,1,0.153846153846154,0.333333333333333,1,169,Inf,Inf,0,12,"STK-12","BHA-12",13,-9,15,15,9,-6,0,0,-6,1,3,0,12,8,19
"241","WHU",1,1,8,4,1,0,0,32,5,297,0,9,1,0,0.51,"20171124","LEI",1,"WHUvLEI20171124","home",0,1,0.125,0.25,0,297,9,Inf,0,13,"WHU-13","LEI-13",10,-14,12,18,12,-6,0,0,-6,0,0,1,8,5,20
"242","LEI",1,0,7,2,3,0,0,19,5,324,1,12,1,0,0.49,"20171124","WHU",1,"WHUvLEI20171124","away",0,1,0.142857142857143,0.5,1,324,12,Inf,0,13,"LEI-13","WHU-13",14,-2,17,12,18,6,0,0,6,0,1,3,1,14,18
"243","MUN",1,0,15,4,2,0,0,34,5,501,2,9,0,0,0.57,"20171125","BHA",0,"MUNvBHA20171125","home",1,3,0.0666666666666667,0.25,1,501,Inf,Inf,1,13,"MUN-13","BHA-13",29,22,28,2,9,7,0,0,2.33333333333333,3,0,3,11,4,3
"244","BHA",0,0,8,2,4,0,0,19,0,346,1,9,2,0,0.43,"20171125","MUN",1,"MUNvBHA20171125","away",0,0,0,0,0,Inf,4.5,Inf,-1,13,"BHA-13","MUN-13",16,-1,13,9,2,-7,0,1,-Inf,1,3,1,15,19,10
"245","NEW",0,0,12,2,2,0,0,28,6,396,4,8,1,0,0.55,"20171125","WAT",3,"NEWvWAT20171125","home",0,0,0,0,0,Inf,8,Inf,-3,13,"NEW-13","WAT-13",14,-6,11,14,8,-6,0,0,-Inf,0,0,0,2,17,7
"246","WAT",3,2,12,4,1,0,0,19,3,319,1,13,2,0,0.45,"20171125","NEW",0,"NEWvWAT20171125","away",1,3,0.25,0.75,1,106.333333333333,6.5,Inf,3,13,"WAT-13","NEW-13",21,1,22,8,14,6,0,0,2,3,0,0,18,15,14
"247","TOT",1,1,24,5,1,0,0,41,8,623,2,10,1,0,0.66,"20171125","WBA",1,"TOTvWBA20171125","home",0,1,0.0416666666666667,0.2,0,623,10,Inf,0,13,"TOT-13","WBA-13",24,11,21,5,17,12,0,0,12,0,3,0,6,20,2
"248","WBA",1,1,5,2,4,0,0,11,0,186,6,13,4,0,0.34,"20171125","TOT",1,"TOTvWBA20171125","away",0,1,0.2,0.5,0,186,3.25,Inf,0,13,"WBA-13","TOT-13",11,-9,10,17,5,-12,0,1,-12,0,0,0,3,10,1
"249","CRY",2,1,10,5,2,0,0,25,5,410,2,9,1,0,0.52,"20171125","STK",1,"CRYvSTK20171125","home",1,3,0.2,0.4,1,205,9,Inf,1,13,"CRY-13","STK-13",8,-17,8,20,15,-5,0,0,-1.66666666666667,1,0,1,16,3,16
"250","STK",1,1,10,3,3,0,0,19,2,365,1,5,1,0,0.48,"20171125","CRY",2,"CRYvSTK20171125","away",0,0,0.1,0.333333333333333,0,365,5,Inf,-1,13,"STK-13","CRY-13",13,-10,16,15,20,5,0,0,Inf,1,1,3,9,12,8
"251","SWA",0,0,10,1,5,0,0,24,4,365,3,18,4,0,0.48,"20171125","BOU",0,"SWAvBOU20171125","home",0,1,0,0,0,Inf,4.5,Inf,0,13,"SWA-13","BOU-13",9,-8,7,19,13,-6,0,0,-6,0,0,0,7,8,5
"252","BOU",0,0,9,5,1,0,0,25,5,415,1,6,2,0,0.52,"20171125","SWA",0,"SWAvBOU20171125","away",0,1,0,0,0,Inf,3,Inf,0,13,"BOU-13","SWA-13",14,-3,11,13,19,6,0,0,6,3,3,0,10,11,4
"253","LIV",1,1,16,4,2,0,0,22,7,535,0,10,0,0,0.55,"20171125","CHE",1,"LIVvCHE20171125","home",0,1,0.0625,0.25,0,535,Inf,Inf,0,13,"LIV-13","CHE-13",23,7,25,6,3,-3,1,1,-3,3,3,3,14,18,13
"254","CHE",1,1,11,3,3,0,0,27,8,425,5,7,0,0,0.45,"20171125","LIV",1,"LIVvCHE20171125","away",0,1,0.0909090909090909,0.333333333333333,0,425,Inf,Inf,0,13,"CHE-13","LIV-13",26,13,24,3,6,3,1,1,3,3,3,3,17,2,19
"255","SOU",4,4,17,5,1,0,0,35,7,597,0,6,0,0,0.63,"20171126","EVE",1,"SOUvEVE20171126","home",1,3,0.235294117647059,0.8,0,149.25,Inf,Inf,3,13,"SOU-13","EVE-13",16,-2,13,10,16,6,0,0,2,0,0,1,5,7,12
"256","EVE",1,1,5,2,1,0,0,7,2,245,0,13,0,0,0.37,"20171126","SOU",4,"SOUvEVE20171126","away",0,0,0.2,0.5,0,245,Inf,Inf,-3,13,"EVE-13","SOU-13",12,-15,13,16,10,-6,0,0,-Inf,1,3,0,20,9,11
"257","BUR",0,0,8,2,1,0,0,23,5,272,4,8,2,0,0.36,"20171126","ARS",1,"BURvARS20171126","home",0,0,0,0,0,Inf,4,Inf,-1,13,"BUR-13","ARS-13",22,2,12,7,4,-3,1,1,-Inf,3,3,3,19,13,9
"258","ARS",1,0,17,2,2,1,1,25,5,550,3,14,0,0,0.64,"20171126","BUR",0,"BURvARS20171126","away",1,3,0.0588235294117647,0.5,1,550,Inf,Inf,1,13,"ARS-13","BUR-13",25,7,23,4,7,3,1,0,1,3,0,3,4,1,17
"259","HUD",1,0,4,0,3,0,0,11,3,104,3,10,2,1,0.22,"20171126","MCI",2,"HUDvMCI20171126","home",0,0,0.25,Inf,1,104,5,10,-1,13,"HUD-13","MCI-13",15,-10,9,11,1,-10,0,1,-Inf,0,3,0,13,16,6
"260","MCI",2,0,14,5,0,1,1,23,7,662,3,10,3,0,0.78,"20171126","HUD",1,"HUDvMCI20171126","away",1,3,0.142857142857143,0.4,2,331,3.33333333333333,Inf,1,13,"MCI-13","HUD-13",37,34,42,1,11,10,0,0,3.33333333333333,3,3,3,12,6,15
"261","LEI",2,2,7,4,5,0,0,16,4,262,2,7,1,0,0.4,"20171128","TOT",1,"LEIvTOT20171128","home",1,3,0.285714285714286,0.5,0,131,7,Inf,1,14,"LEI-14","TOT-14",17,-1,19,9,7,-2,1,0,-0.666666666666667,1,0,1,18,1,14
"262","TOT",1,1,18,6,1,0,0,35,9,490,1,10,2,0,0.6,"20171128","LEI",2,"LEIvTOT20171128","away",0,0,0.0555555555555556,0.166666666666667,0,490,5,Inf,-1,14,"TOT-14","LEI-14",24,10,22,7,9,2,1,0,Inf,1,0,3,17,6,20
"263","BHA",0,0,9,4,4,0,0,29,10,368,5,13,2,0,0.54,"20171128","CRY",0,"BHAvCRY20171128","home",0,1,0,0,0,Inf,6.5,Inf,0,14,"BHA-14","CRY-14",17,-1,13,10,20,10,0,0,10,0,1,3,2,15,19
"264","CRY",0,0,11,4,3,0,0,19,5,300,0,8,0,0,0.46,"20171128","BHA",0,"BHAvCRY20171128","away",0,1,0,0,0,Inf,Inf,Inf,0,14,"CRY-14","BHA-14",9,-17,8,20,10,-10,0,0,-10,3,1,0,15,16,3
"265","WAT",2,1,13,4,2,1,1,30,5,440,0,12,2,0,0.55,"20171128","MUN",4,"WATvMUN20171128","home",0,0,0.153846153846154,0.5,1,220,6,Inf,-2,14,"WAT-14","MUN-14",21,-1,24,8,2,-6,0,1,-Inf,3,3,0,14,18,15
"266","MUN",4,3,16,7,2,0,0,12,5,281,0,11,1,0,0.45,"20171128","WAT",2,"WATvMUN20171128","away",1,3,0.25,0.571428571428571,1,70.25,11,Inf,2,14,"MUN-14","WAT-14",32,24,32,2,8,6,0,0,2,3,3,0,9,11,4
"267","WBA",2,2,8,4,3,0,0,24,1,328,0,13,0,0,0.5,"20171128","NEW",2,"WBAvNEW20171128","home",0,1,0.25,0.5,0,164,Inf,Inf,0,14,"WBA-14","NEW-14",12,-9,12,17,12,-5,0,0,-5,1,0,0,5,3,10
"268","NEW",2,2,12,4,2,0,0,30,6,381,2,12,0,0,0.5,"20171128","WBA",2,"WBAvNEW20171128","away",0,1,0.166666666666667,0.5,0,190.5,Inf,Inf,0,14,"NEW-14","WBA-14",15,-6,13,12,17,5,0,0,5,0,0,0,8,2,17
"269","ARS",5,5,21,7,2,0,0,18,7,734,2,10,0,0,0.66,"20171129","HUD",0,"ARSvHUD20171129","home",1,3,0.238095238095238,0.714285714285714,0,146.8,Inf,Inf,5,14,"ARS-14","HUD-14",28,12,28,4,14,10,0,0,3.33333333333333,3,3,0,7,4,1
"270","HUD",0,0,7,2,1,0,0,12,2,270,3,12,1,0,0.34,"20171129","ARS",5,"ARSvHUD20171129","away",0,0,0,0,0,Inf,12,Inf,-5,14,"HUD-14","ARS-14",15,-15,9,14,4,-10,0,1,-Inf,0,0,3,1,13,16
"271","CHE",1,0,21,10,0,0,0,44,15,541,0,10,1,0,0.58,"20171129","SWA",0,"CHEvSWA20171129","home",1,3,0.0476190476190476,0.1,1,541,10,Inf,1,14,"CHE-14","SWA-14",29,14,25,3,19,16,0,0,5.33333333333333,1,3,3,6,17,2
"272","SWA",0,0,2,0,9,0,0,13,1,331,0,7,0,0,0.42,"20171129","CHE",1,"CHEvSWA20171129","away",0,0,0,NA,0,Inf,Inf,Inf,-1,14,"SWA-14","CHE-14",9,-9,7,19,3,-16,0,1,-Inf,1,0,0,13,7,8
"273","BOU",1,0,10,2,2,0,0,31,4,480,0,9,0,0,0.64,"20171129","BUR",2,"BOUvBUR20171129","home",0,0,0.1,0.5,1,480,Inf,Inf,-1,14,"BOU-14","BUR-14",14,-4,12,15,6,-9,0,1,-Inf,1,3,3,19,10,11
"274","BUR",2,1,10,4,1,0,0,21,6,265,1,11,1,0,0.36,"20171129","BOU",1,"BOUvBUR20171129","away",1,3,0.2,0.5,1,132.5,11,Inf,1,14,"BUR-14","BOU-14",25,3,14,6,15,9,0,0,3,0,3,3,4,19,13
"275","EVE",4,2,8,5,3,0,1,17,2,339,2,16,2,0,0.47,"20171129","WHU",0,"EVEvWHU20171129","home",1,3,0.5,0.8,2,84.75,8,Inf,4,14,"EVE-14","WHU-14",15,-11,17,13,18,5,0,0,1.66666666666667,0,1,3,10,20,9
"276","WHU",0,0,7,3,1,0,1,36,6,425,1,6,1,0,0.53,"20171129","EVE",4,"EVEvWHU20171129","away",0,0,0,0,0,Inf,6,Inf,-4,14,"WHU-14","EVE-14",10,-18,12,18,13,-5,0,0,-Inf,1,0,0,12,8,5
"277","MCI",2,1,26,12,1,0,0,25,6,689,1,12,1,0,0.74,"20171129","SOU",1,"MCIvSOU20171129","home",1,3,0.0769230769230769,0.166666666666667,1,344.5,12,Inf,1,14,"MCI-14","SOU-14",40,35,44,1,11,10,0,0,3.33333333333333,3,3,3,11,12,6
"278","SOU",1,1,6,2,10,0,0,10,5,171,1,11,1,0,0.26,"20171129","MCI",2,"MCIvSOU20171129","away",0,0,0.166666666666667,0.5,0,171,11,Inf,-1,14,"SOU-14","MCI-14",16,-3,14,11,1,-10,0,1,-Inf,3,0,0,16,5,7
"279","STK",0,0,10,1,4,0,0,22,5,273,4,8,1,0,0.42,"20171129","LIV",3,"STKvLIV20171129","home",0,0,0,0,0,Inf,8,Inf,-3,14,"STK-14","LIV-14",13,-13,16,16,5,-11,0,1,-Inf,0,1,1,20,9,12
"280","LIV",3,2,14,7,1,0,0,21,9,463,2,10,5,0,0.58,"20171129","STK",0,"STKvLIV20171129","away",1,3,0.214285714285714,0.428571428571429,1,154.333333333333,2,Inf,3,14,"LIV-14","STK-14",26,10,28,5,16,11,0,0,3.66666666666667,1,3,3,3,14,18
"281","CHE",3,1,23,9,1,1,1,34,11,685,2,8,0,0,0.65,"20171202","NEW",1,"CHEvNEW20171202","home",1,3,0.130434782608696,0.333333333333333,2,228.333333333333,Inf,Inf,2,15,"CHE-15","NEW-15",32,16,28,3,15,12,0,0,4,3,1,3,19,6,17
"282","NEW",1,0,8,2,6,0,0,12,4,333,1,13,1,0,0.35,"20171202","CHE",3,"CHEvNEW20171202","away",0,0,0.125,0.5,1,333,13,Inf,-2,15,"NEW-15","CHE-15",15,-8,14,15,3,-12,0,1,-Inf,1,0,0,17,8,2
"283","EVE",2,2,6,4,3,0,0,9,2,284,1,12,2,0,0.46,"20171202","HUD",0,"EVEvHUD20171202","home",1,3,0.333333333333333,0.5,0,142,6,Inf,2,15,"EVE-15","HUD-15",18,-9,19,10,16,6,0,0,2,3,0,1,18,10,20
"284","HUD",0,0,5,3,2,0,0,27,5,309,0,9,1,0,0.54,"20171202","EVE",2,"EVEvHUD20171202","away",0,0,0,0,0,Inf,9,Inf,-2,15,"HUD-15","EVE-15",15,-17,9,16,10,-6,0,0,-Inf,0,0,0,4,1,13
